current_word,next_word,count
UEBER,UNGEFAEHR,1
UEBER,FUENFHUNDERT,1
SICHT,NULL,1
FAST,REGION,1
DRUCK,RUHIG,1
FAST,WIE,1
FAST,ALLE,1
FAST,VORBEI,1
WAHRSCHEINLICH,DANN,1
WAHRSCHEINLICH,FREUNDLICH,1
WAHRSCHEINLICH,BISSCHEN,1
DEUTSCHLAND,IX,1
WENN,STEIGEN,1
WENN,UEBER,1
DEUTSCHLAND,VIER,1
BISHER,WENN,1
SO,MOEGLICH,1
MONTAG,MEISTENS,1
SO,KNAPP,1
MONTAG,MAL,1
SO,GEWITTER,1
SO,STARK,1
ANFANG,DEZEMBER,1
ANFANG,KOENNEN,1
MONTAG,DIENSTAG,1
ANFANG,IX,1
MONTAG,IN-KOMMEND,1
DEZEMBER,TJA,1
MONTAG,WEITER,1
DEZEMBER,WIE-AUSSEHEN,1
TJA,SELTEN,1
MONTAG,AN,1
MONTAG,FUENFTE,1
MONTAG,UEBERWIEGEND,1
MONTAG,AUCH,1
SELTEN,BISHER,1
MONTAG,NORD,1
HERBST,SCHOEN,1
HERBST,HEUTE,1
HERBST,__OFF__,1
RUHIG,NACHT,1
DEUTSCHLAND,REGEN,1
DEUTSCHLAND,ZWEI,1
HOCH,FLUSS,1
KOMMEN,REGION,1
KOMMEN,MOEGLICH,1
KOMMEN,SONST,1
KLAR,ABER,1
KOMMEN,HOCH,1
KUESTE,TEIL,1
KUESTE,ORKAN,1
KUESTE,KOENNEN,1
KUESTE,STURM,1
KOMMEN,GLEICH,1
KUESTE,AUCH,1
KUESTE,GEWITTER,1
KUESTE,BISSCHEN,1
KUESTE,WIND,1
KUESTE,FRISCH,1
KUESTE,BERG,1
KUESTE,SUEDOST,1
KOMMEN,ANFANG,1
KOMMEN,SUEDOST,1
KUESTE,HEUTE,1
HOCH,SCHNEE,1
KOMMEN,LOCH,1
KOMMEN,ZONE,1
HOCH,NORD,1
HOCH,KALT,1
HOCH,K+U+N+A,1
KLAR,DOCH,1
KOMMEN,ALPEN,1
REST,MEHR,1
KOMMEN,SAMSTAG,1
REST,NICHT-REGION,1
WAHRSCHEINLICH,SONNE,1
REST,WOLKE,1
KLAR,LUFT,1
KLAR,TIEF,1
WAHRSCHEINLICH,NORD,1
WAHRSCHEINLICH,DABEI,1
KLAR,DANN,1
WAHRSCHEINLICH,REGEN,1
KLAR,SUED,1
WAHRSCHEINLICH,ZWISCHEN,1
KLAR,OST,1
WAHRSCHEINLICH,LOCKER,1
WAHRSCHEINLICH,ABEND,1
WAHRSCHEINLICH,HOCH,1
KOMMEN,VERSCHWINDEN,1
KLAR,MOEGLICH,1
KOMMEN,KOENNEN,1
KOMMEN,TIEF,1
KLAR,SCHAUER,1
KOMMEN,FRANKREICH,1
KOMMEN,KALT,1
KOMMEN,SCHWARZ,1
KLAR,MORGEN,1
KOMMEN,DARUM,1
NACHMITTAG,KOMMEN,1
ICH,OSTERN,1
NACHMITTAG,KOENNEN,1
DONNER,MORGEN,1
ZEHNTE,SEPTEMBER,1
ZEHNTE,JANUAR,1
ZEHNTE,JULI,1
ZEHNTE,NOVEMBER,1
RICHTUNG,OST,1
AUFZIEHEN,REGEN,1
AUFZIEHEN,NEU,1
SPAETER,AUFLOESEN,1
SPAETER,NACH,1
SPAETER,AUCH,1
SPAETER,WEST,1
SPAETER,VERSCHWINDEN,1
SPAETER,ANFANG,1
SPAETER,REGEN,1
SINKEN,KUEHL,1
SINKEN,KUEHLER,1
NIEDER,FLUSS,1
ZEHNTE,APRIL,1
BLITZ,DONNER,1
ES-BEDEUTET,VIEL,1
ALLGAEU,IX,1
BERLIN,SUED,1
ACHT,NORD,1
ACHT,NORDOST,1
ACHT,REGION,1
STERN,KLAR,1
NICHTALP-AUCH,ABER,1
ZEHN-STUNDEN,IX,1
ANDERE,TEMPERATUR,1
ANDERE,FREUNDLICH,1
NEUNTE,FEBRUAR,1
SPEZIELL,SCHNEE,1
SPEZIELL,ALPEN,1
SPEZIELL,SUEDOST,1
SPEZIELL,VOR,1
ALLGAEU,BIS,1
ALLGAEU,KALT,1
ALLGAEU,TAG,1
KUEHLER,WECHSELHAFT,1
RHEIN,ACHT,1
AUFKLAREN,MORGEN,1
KANN,__OFF__,1
KURZ,WOLKE,1
DREISSIG,OKTOBER,1
DREISSIG,JANUAR,1
UNWETTER,__OFF__,1
UNWETTER,DEUTSCH,1
UNWETTER,MOEGLICH,1
AUF,__OFF__,1
HEUTE-NACHT,IX,1
HEUTE-NACHT,TROCKEN,1
HEUTE-NACHT,STURM,1
EIN,QUADRATMETER,1
STELLENWEISE,REGEN,1
STELLENWEISE,VIERZEHN,1
FUENFZEHN,BIS,1
FUENFZEHN,__OFF__,1
FUENFZEHN,NORDWEST,1
FUENFZEHN,REGION,1
KURZ,SONNTAG,1
ORT,SONNE,1
ORT,UNWETTER,1
ANGENEHM,NASE,1
NASS,SAMSTAG,1
STROEMEN,REGION,1
RUHIGER,MEHR,1
SCHWUEL,LUFT,1
SCHWUEL,FRISCH,1
NEU,KOMMEN,1
NEU,REGEN,1
ANGENEHM,DEUTSCH,1
ORT,BISSCHEN,1
NASE,LUFT,1
NICHT,__OFF__,1
NICHT,NEIN,1
NICHT,NUR,1
ORT,AUCH,1
ORT,NEBEL,1
ORT,REGEN,1
NAECHSTE-WOCHE,KUEHL,1
HEISS,NAECHSTE-WOCHE,1
TATSAECHLICH,SCHON,1
WENIG,NORD,1
SCHOEN,REST,1
TSCHUESS,MACHEN,1
GROSSBRITANNIEN,REGION,1
GROSSBRITANNIEN,KOMMEN,1
FRANKREICH,MITTE,1
FRANKREICH,REGION,1
SCHNEIEN,SCHNEE,1
SCHNEIEN,DANN,1
SCHNEIEN,KOMMEN,1
SCHNEIEN,TEIL,1
SCHNEIEN,ODER,1
SCHNEIEN,MOEGLICH,1
SCHNEIEN,AUCH,1
SCHNEIEN,FLACH,1
SCHNEIEN,NORDWEST,1
SCHNEIEN,BESONDERS,1
WENIG,NUR,1
SCHOEN,SECHSZEHN,1
SCHOEN,WO,1
SCHOEN,__OFF__,1
WOCHENENDE,DANN,1
ZWEIHUNDERT,IX,1
AB,MORGEN,1
AB,HEUTE,1
WOCHENENDE,ENORM,1
WOCHENENDE,KOMMEN,1
WOCHENENDE,IM-VERLAUF,1
WOCHENENDE,MEHR,1
ENORM,WINTER,1
WITTERUNG,JETZT,1
ENORM,VIEL,1
ENORM,SUEDWEST,1
ENORM,HAGEL,1
ENORM,ABEND,1
ENORM,KALT,1
WINTER,FREITAG,1
WINTER,SCHON,1
WENIG,SONNE,1
WENIG,UNTEN,1
TATSAECHLICH,HOCH,1
WENIG,__OFF__,1
AUSRICHTEN,__OFF__,1
LEIDER,DURCHGEHEND,1
DURCHGEHEND,DAUER,1
DURCHGEHEND,REGEN,1
DAUER,REGEN,1
STRASSE,DANN,1
STRASSE,GLATT,1
P,BIS,1
L,SITZ,1
SITZ,ZONE,1
FEUCHT,NORDWEST,1
FEUCHT,KOMMEN,1
DANACH,HOCH,1
DANACH,MITTE,1
DANACH,VERDICHTEN,1
TATSAECHLICH,WARM,1
TATSAECHLICH,SPUEREN,1
BEDEUTEN,MEISTENS,1
BEDEUTEN,NEBEL,1
PASSEN,SOMMER,1
AUFLOESEN,DANN,1
WERT,EIFEL,1
EIFEL,ACHTZEHN,1
EIFEL,BERG,1
VERSCHIEDEN,SCHAUER,1
VERSCHIEDEN,WEHEN,1
AUFLOESEN,EIN-PAAR,1
AUFLOESEN,HEUTE,1
AUFLOESEN,JETZT,1
PASSEN,FAST,1
AUFLOESEN,WOLKE,1
AUFLOESEN,TEIL,1
AUFLOESEN,WIND,1
EIN-PAAR,HARMLOS,1
HARMLOS,NEBEL,1
SYLT,IX,1
SYLT,DREIZEHN,1
FUENFZEHN,SECHSZEHN,1
ES-BEDEUTET,MORGEN,1
MACHEN,TSCHUESS,1
LOCH,NICHT-WOLKE,1
TROTZDEM,BLEIBEN,1
SCHAUEN,BISSCHEN,1
NIEDERSACHSEN,BAYERN,1
UEBERALL,KUESTE,1
UEBERALL,REGION,1
UEBERALL,WECHSELHAFT,1
UEBERALL,VIEL,1
SKANDINAVIEN,NORD,1
SKANDINAVIEN,HOCH,1
VON,HOCH,1
VON,DEUTSCH,1
VORAUSSAGE,MORGEN,1
SCHEINEN,ALPEN,1
AUS,FUENF,1
WIE-IMMER,WIE-IMMER,1
WIE-IMMER,__OFF__,1
ENDLICH,SONNE,1
TROTZDEM,SCHAUER,1
LOCH,ABER,1
FLACH,REGEN,1
NICHT-REGION,SCHON,1
SCHNELL,NORDOST,1
SCHNELL,VERSCHWINDEN,1
RUHRGEBIET,ZWANZIG,1
NICHT-MOEGEN,STARK,1
EINHALB,HALB,1
HALB,STUNDE,1
WENIGER,WIND,1
WENIGER,__OFF__,1
VERBREITEN,AB,1
VERBREITEN,WARM,1
VERBREITEN,SONNE,1
DAS-IST-ES,DEUTSCH,1
STUFENWEISE,GRENZE,1
HALLO,GUT,1
WEISS,BODEN,1
JEDEN-TAG,GRAD,1
SOWIESO,STERN,1
DARUNTER,TAG,1
NICHT-VIEL,NICHT-VIEL,1
NICHT-WOLKE,NICHT-VIEL,1
NICHT-WOLKE,ABER,1
SIEBENHUNDERT,FUENFHUNDERT,1
SIEBENHUNDERT,METER,1
GRUND,FOEHN,1
FOEHN,GAENSEFUSS,1
FOEHN,REGION,1
GAENSEFUSS,__OFF__,1
NICHTALP-KEIN,HABEN,1
VORMITTAG,BISSCHEN,1
ZWEITAUSEND,ELF,1
ZWEIZWANZIG,GRAD,1
SPANIEN,IX,1
UEBERSPRINGEN,REGION,1
HOEHE,MOEGLICH,1
SEIN,FREUNDLICH,1
TAL,NULL,1
DASSELBE,DONNERSTAG,1
HOFFEN,REGION,1
LEIPZIG,ACHTZEHN,1
ROSTOCK,ACHT,1
DARUM,WARNUNG,1
ABWECHSELN,SONNE,1
NICHT-WOLKE,NICHTALP-KEIN,1
DRESDEN,IX,1
HOEHER,TEMPERATUR,1
HOEHER,MEHR,1
SAUER,LAND,1
AEHNLICH,WETTER,1
SACHSEN,MITTE,1
ABWECHSELN,WOLKE,1
ZUERST,WARM,1
ABWECHSELN,WIND,1
KRAEFTIG,WIND,1
KRAEFTIG,NEBEL,1
VERDICHTEN,WOLKE,1
VERDICHTEN,ANFANG,1
SUPER,NICHT-HABEN,1
BEKOMMEN,REGEN,1
NICHT-REGEN,NICHT-HABEN,1
SPUEREN,PASSEN,1
NEIN,__OFF__,1
FRUEHLING,WETTER,1
OFT,IX,1
OFT,STURM,1
AUSHALTEN,KOENNEN,1
BIS-MORGEN,NACHT,1
WOCHE,KOMMEN,1
WOCHE,MILD,1
WOCHE,WARM,1
WOCHE,WECHSELHAFT,1
WOCHE,DANN,1
UNTEN,KOMMEN,1
UNTEN,REGION,1
UNTEN,STARK,1
HAGEL,STURM,1
HAGEL,STARK,1
HAGEL,KRAEFTIG,1
NORMAL,WIND,1
DRUCKFLAECHE,STARK,1
QUADRATMETER,ENORM,1
LITER,EIN,1
GLATT,KALT,1
LOCKER,TROCKEN,1
FLACH,AUCH,1
FLACH,SCHNEE,1
HEINS,BERG,1
ZEIT,WIND,1
INSEL,NEUN,1
VOGEL,LAND,1
LOCKER,ORT,1
VERRINGERN,BERG,1
GLATT,MOEGLICH,1
MAL,BISSCHEN,1
UMKEHREN,REGEN,1
EIS,REGEN,1
EIS,GLATT,1
VORSICHT,STRASSE,1
VORSICHT,GLATT,1
VORSICHT,FLUSS,1
E,IX,1
WOHER,WARM,1
METER,HOEHE,1
DAENEMARK,IX,1
EINFLUSS,OST,1
EINFLUSS,DEUTSCH,1
EINFLUSS,REGEN,1
TROPFEN,SPAETER,1
NICHT-HABEN,FREUNDLICH,1
NICHT-HABEN,__OFF__,1
NICHT-HABEN,SCHOEN,1
NICHT-HABEN,FUENF,1
SCHAFFEN,NUR,1
SCHAFFEN,ELF,1
GRAUPEL,BIS,1
VIERHUNDERT,FUENFHUNDERT,1
VIERHUNDERT,SIEBENHUNDERT,1
FUENFHUNDERT,SECHSHUNDERT,1
METER,NUR,1
METER,SCHNEE,1
METER,BERG,1
ALLE,GUT,1
ALLE,WOLKE,1
KNAPP,VERAENDERN,1
GEFAHR,WIND,1
UMWANDELN,SCHNEE,1
UMWANDELN,GEFRIEREN,1
UMWANDELN,SCHOEN,1
WO,MEER,1
WO,SUEDWEST,1
SECHSZEHNTE,DEZEMBER,1
GEFAHR,DANN,1
ORIENTIEREN,ZWEIFEL,1
SCHWIERIG,SCHEINEN,1
ZWEIFEL,WARM,1
HEFTIG,REGEN,1
NICHT-SONNE,NORDOST,1
BEREICH,__OFF__,1
UNGEMUETLICH,SUED,1
DESHALB,MORGEN,1
DESHALB,FRISCH,1
TAUSEND,ZWEIHUNDERT,1
MACHEN,EUCH,1
MIT,GEWITTER,1
KOELN,REGION,1
HAUPTSAECHLICH,REGEN,1
HAUPTSAECHLICH,FROST,1
VERSCHWINDEN,BISSCHEN,1
VERSCHWINDEN,NORD,1
VERSCHWINDEN,LANGSAM,1
VERSCHWINDEN,MORGEN,1
VERSCHWINDEN,SCHON,1
VERSCHWINDEN,FREITAG,1
VERSCHWINDEN,SONNE,1
VERSCHWINDEN,IN-KOMMEND,1
NORDOST,SECHSZEHN,1
NORDOST,PLUS,1
NORDOST,FRISCH,1
MOEGLICH,GLATT,1
NORDOST,DANN,1
NORDOST,SCHNEE,1
NORDOST,NOCH,1
KOELN,__OFF__,1
SEE,IX,1
LEICHT,BODEN,1
SEE,SCHWER,1
MAESSIG,BERG,1
MAESSIG,__OFF__,1
WEITER,WECHSELHAFT,1
WEITER,WIE,1
WEITER,SONNE,1
WEITER,__OFF__,1
TROCKEN,SUED,1
TROCKEN,MORGEN,1
TROCKEN,NACHMITTAG,1
TROCKEN,AM-TAG,1
TROCKEN,ENORM,1
TROCKEN,REGION,1
TROCKEN,NORD,1
NATUR,STARK,1
SEE,MEER,1
SEE,SCHON,1
SEE,SONST,1
NORDOST,__OFF__,1
NORDOST,WIEDER,1
NORDOST,WEHEN,1
NORDOST,IX,1
DABEI,GEWITTER,1
DABEI,STURM,1
DABEI,AUCH,1
DABEI,SUEDWEST,1
DABEI,DANN,1
DABEI,HEUTE,1
WARUM,HEUTE,1
KALT,ZEIGEN-BILDSCHIRM,1
KALT,WIND,1
KALT,NORDRHEIN-WESTFALEN,1
KALT,KOENNEN,1
KALT,UNSICHER,1
KALT,MINUS,1
KALT,LUFT,1
KALT,FROST,1
ZEIGEN-BILDSCHIRM,LEICHT,1
ZEIGEN-BILDSCHIRM,KOMMEN,1
DABEI,BLITZ,1
DABEI,IHR,1
DABEI,TEMPERATUR,1
ALS,NORD,1
NORDOST,ALPEN,1
NORDOST,SCHNELL,1
NORDOST,TIEF,1
NORDOST,MINUS,1
NORDOST,MILD,1
NORDOST,VERLAUFEN,1
ALS,HEUTE,1
MANCHMAL,SCHWACH,1
DABEI,SCHNEE,1
MANCHMAL,SONNE,1
SCHWACH,REGION,1
SCHWACH,IX,1
SCHWACH,VERSCHIEDEN,1
SCHWACH,MORGEN,1
SCHWACH,ABER,1
X,WEST,1
MAESSIG,ZEIGEN-BILDSCHIRM,1
MAESSIG,KOMMEN,1
MAESSIG,SCHWACH,1
SAARLAND,MILD,1
WALD,REGION,1
WALD,BERG,1
MINUS,SIEBZEHN,1
MINUS,FUENFZEHN,1
MINUS,ZWEIZWANZIG,1
ZWEI,NORD,1
ZWEI,MITTE,1
ZWEI,TEIL,1
ZWEI,BIS,1
ZWEI,TIEF,1
ZWEI,SONST,1
NEUN,ZWANZIG,1
NEUN,ZEHN,1
NEUN,MORGEN,1
NEUN,HOCH,1
GERADE,RHEIN-PFALZ,1
RHEIN-PFALZ,SAARLAND,1
WALD,IX,1
WALD,FUENF,1
WALD,HEUTE,1
DONNERSTAG,TEMPERATUR,1
MIT,EIS,1
MIT,FROST,1
DONNERSTAG,WEITER,1
DONNERSTAG,ZEHNTE,1
DONNERSTAG,SONNE,1
DONNERSTAG,STARK,1
DONNERSTAG,NEBEL,1
DONNERSTAG,SECHSZEHNTE,1
FEBRUAR,ZEIGEN-BILDSCHIRM,1
DONNERSTAG,ZWANZIG,1
DONNERSTAG,VIER,1
DONNERSTAG,DANN,1
DONNERSTAG,BIS,1
DONNERSTAG,DEUTSCH,1
VIERTE,FEBRUAR,1
VIERTE,OKTOBER,1
SAARLAND,NORDRHEIN-WESTFALEN,1
NORDRHEIN-WESTFALEN,GEWITTER,1
MAESSIG,WIND,1
NORDRHEIN-WESTFALEN,HEINS,1
SCHON,TROCKEN,1
SCHON,NORD,1
SCHON,BISSCHEN,1
SCHON,FRANKREICH,1
SCHON,HABEN,1
SCHON,WEISS,1
SCHON,REGEN,1
SCHON,WEST,1
SCHON,SCHAUER,1
SCHON,SCHNEE,1
SCHON,UMWANDELN,1
SCHON,SOMMER,1
FERTIG,BEKANNTGEBEN,1
NAEHE,WOANDERS,1
WOANDERS,IX,1
MAESSIG,HEUTE,1
MAESSIG,MITTE,1
SCHON,FERTIG,1
WARNUNG,NORDWEST,1
WARNUNG,INFORMIEREN,1
DEUTSCH,EINFLUSS,1
IM-MOMENT,DOCH,1
IM-MOMENT,NACHT,1
IM-MOMENT,DANN,1
DOCH,GEWITTER,1
DOCH,FEUCHT,1
DOCH,BISSCHEN,1
DOCH,MEISTENS,1
DEUTSCH,KAUM,1
WARNUNG,DEUTSCH,1
DEUTSCH,BISSCHEN,1
DEUTSCH,NORD,1
DIENST,HAUPTSAECHLICH,1
WARNUNG,SCHON,1
WARNUNG,UNWETTER,1
WARNUNG,VON,1
WARNUNG,__OFF__,1
ZEIGEN-BILDSCHIRM,WIND,1
LEICHT,MAESSIG,1
SIEBTE,OKTOBER,1
NAH,__OFF__,1
SEHEN,STERN,1
SEHEN,SUEDWEST,1
SEHEN,BESONDERS,1
SEHEN,MITTE,1
SEHEN,MORGEN,1
SEHEN,KLAR,1
SEHEN,ZEIGEN-BILDSCHIRM,1
ERSTE,WOLKE,1
NORWEGEN,ABER,1
ITALIEN,KOMMEN,1
VOR,POMMERN,1
POMMERN,REGION,1
AN,KUESTE,1
WASSER,STEIGEN,1
SAGEN,REGEN,1
TEILWEISE,UMWANDELN,1
TEILWEISE,SCHNEE,1
SEHEN,REGION,1
ALSO,FLUSS,1
MISCHUNG,NORD,1
APRIL,WIE-AUSSEHEN,1
DIENSTAG,NEUNTE,1
DIENSTAG,STURM,1
DIENSTAG,NORDOST,1
DIENSTAG,WOLKE,1
DIENSTAG,LUFT,1
DIENSTAG,RUHIG,1
DIENSTAG,SECHS,1
DIENSTAG,SIEBEN,1
DIENSTAG,UEBERALL,1
DIENSTAG,OST,1
DIENSTAG,KOMMEN,1
DIENSTAG,DREISSIG,1
DIENSTAG,WEST,1
SECHSTE,APRIL,1
SECHSTE,JUNI,1
SECHSTE,MAI,1
APRIL,__OFF__,1
TEILWEISE,BAYERN,1
MAI,ZEIGEN-BILDSCHIRM,1
ZONE,WEG,1
ZONE,ABER,1
NOCH,WETTER,1
NOCH,WARM,1
NOCH,UNWETTER,1
NOCH,HOCH,1
HABEN,BISSCHEN,1
HABEN,SONST,1
HABEN,LANG,1
HABEN,MITTE,1
HABEN,DANN,1
HABEN,DESHALB,1
HABEN,__OFF__,1
HABEN,REGION,1
HABEN,NACHT,1
SEPTEMBER,DEZEMBER,1
K+U+N+A,MITBRINGEN,1
MITBRINGEN,KOMMEN,1
SIEBTE,AUGUST,1
NOCH,SCHNEE,1
NOCH,KLAR,1
NOCH,IN-KOMMEND,1
WIEDER,BISSCHEN,1
ZONE,DAZWISCHEN,1
ZONE,KOENNEN,1
ZONE,NICHT-MOEGEN,1
ZONE,HEUTE,1
ZONE,VIER,1
ZONE,__OFF__,1
WEG,IX,1
WIEDER,SINKEN,1
NOCH,HABEN,1
WIEDER,UNWETTER,1
WIEDER,VIEL,1
WIEDER,HABEN,1
WIEDER,WETTER,1
WIEDER,WOLKE,1
WIEDER,MEHR,1
WIEDER,MEISTENS,1
DIENSTAG,SECHSTE,1
ZIEHEN,REGEN,1
BRINGEN,ZIEHEN,1
EUROPA,AUCH,1
PLUS,VIERZEHN,1
PLUS,FUENF,1
PLUS,ACHT,1
LANG,SONNE,1
LANG,SCHNEE,1
LANG,BLEIBEN,1
LANG,NEBEL,1
FUENFTE,JULI,1
TIEF,NORWEGEN,1
TIEF,WOLKE,1
TIEF,REGION,1
TIEF,DRUCK,1
TIEF,AUCH,1
TIEF,SUED,1
TIEF,EUROPA,1
TIEF,IX,1
TIEF,REGEN,1
PLUS,SECHS,1
SIEBEN,SONST,1
SIEBEN,NORD,1
HARZ,BIS,1
MISCHUNG,NEBEL,1
MISCHUNG,DANN,1
NOCH-NICHT,SONNE,1
NOCH-NICHT,MITTE,1
SCHWARZ,MEER,1
C+M,HARZ,1
C+M,__OFF__,1
HARZ,REGION,1
TAGSUEBER,IX,1
SECHZIG,C+M,1
SECHZIG,LITER,1
ANDERS,MILD,1
HINREICHEND,HEUTE,1
HINREICHEND,SCHNEE,1
TAGSUEBER,MINUS,1
TAGSUEBER,DABEI,1
EUROPA,DIESE,1
EUROPA,VIEL,1
LAND,WECHSELHAFT,1
EUROPA,UNGEFAEHR,1
HERREN,EUCH,1
DESWEGEN,GRENZE,1
DESWEGEN,NAECHSTE,1
GRENZE,HOCH,1
GRENZE,AUF,1
LANGSAM,STEIGEN,1
LANGSAM,VERSCHWINDEN,1
LANGSAM,SCHNELL,1
LANGSAM,KOMMEN,1
ACHTZEHN,MAXIMAL,1
ACHTZEHN,SUEDOST,1
LAND,MINUS,1
LAND,ZWISCHEN,1
LAND,BISSCHEN,1
LAND,KOMMEN,1
LAND,ABER,1
LAND,NUR,1
DAMEN,UND,1
LAUFEN,WIE-AUSSEHEN,1
SOMMER,TEMPERATUR,1
WUENSCHEN,WISSEN,1
EUROPA,VERBREITEN,1
EUROPA,TIEF,1
EUROPA,IX,1
EUROPA,SUED,1
DIESE,NORDWEST,1
DIESE,WARNUNG,1
DIESE,REGEN,1
WUENSCHEN,ABEND,1
SOMMER,ZWEITAUSEND,1
WUENSCHEN,MACHEN,1
WUENSCHEN,SCHOEN,1
WISSEN,SOMMER,1
SOMMER,WEITER,1
SOMMER,__OFF__,1
SOMMER,WEST,1
SOMMER,NACHT,1
MOEGLICH,STARK,1
SONNTAG,VIERZEHN,1
MOEGLICH,ACHT,1
BLEIBEN,WARM,1
BLEIBEN,KUEHL,1
BLEIBEN,UNTER,1
BLEIBEN,HOCH,1
BLEIBEN,LUFT,1
BLEIBEN,REGION,1
BLEIBEN,WIND,1
BLEIBEN,IM-VERLAUF,1
BLEIBEN,SO,1
DANN,KUEHL,1
BLEIBEN,KALT,1
BLEIBEN,REGEN,1
BLEIBEN,KLAR,1
BLEIBEN,SCHAUER,1
UND,TAG,1
UND,UNTERSCHIED,1
UND,TEILWEISE,1
DANN,WECHSELHAFT,1
DANN,MONTAG,1
DANN,HIER,1
DANN,SCHAFFEN,1
DANN,SUEDWEST,1
DANN,MITTWOCH,1
DANN,STEIGEN,1
DANN,SUED,1
DANN,STARK,1
DANN,WETTER,1
DANN,RUHIG,1
DANN,VIEL,1
DANN,WOLKE,1
DANN,REGEN,1
DANN,HOCH,1
DANN,DAZU,1
DANN,BEISEITE,1
DANN,FLUSS,1
DANN,WEST,1
DANN,MEHR,1
UND,MEHR,1
UND,HERREN,1
UND,WEST,1
TAG,MITTE,1
TAG,EINS,1
TAG,SCHWACH,1
TAG,KLAR,1
TAG,UEBERWIEGEND,1
TAG,ZEHN,1
TAG,VOGEL,1
TAG,TEIL,1
TAG,HAUPTSAECHLICH,1
UND,NEUN,1
TAG,BESSER,1
TAG,IX,1
TAG,VIEL,1
TAG,__OFF__,1
TAG,SUEDOST,1
TAG,NORD,1
TAG,BESONDERS,1
TAG,REGEN,1
TAG,NORDOST,1
TAG,TEMPERATUR,1
UND,FUENFZEHN,1
UND,SONNE,1
UND,NIEDER,1
UND,KUEHL,1
UND,KOENNEN,1
UND,ALPEN,1
UND,DAZU,1
UND,SCHNEE,1
UND,SUEDOST,1
UND,IX,1
UND,JETZT,1
UND,IM-VERLAUF,1
UND,IN-KOMMEND,1
UND,FLUSS,1
UND,TEIL,1
UND,SAMSTAG,1
DANN,DABEI,1
DANN,AUFLOESEN,1
TAG,VIERZEHN,1
REGEN,KUESTE,1
REGEN,VORSICHT,1
REGEN,MEHR,1
REGEN,SCHWUEL,1
REGEN,TROPFEN,1
REGEN,SCHOEN,1
REGEN,MITTE,1
REGEN,GLATT,1
REGEN,HEUTE,1
REGEN,NEBEL,1
REGEN,SUEDWEST,1
REGEN,NICHT,1
REGEN,UMWANDELN,1
REGEN,WIEDER,1
REGEN,NICHT-VIEL,1
REGEN,DAZU,1
REGEN,UEBERALL,1
REGEN,UEBER,1
REGEN,BISSCHEN,1
DANN,GLATTEIS,1
REGEN,HERZ,1
MEISTENS,TIEF,1
MEISTENS,IX,1
MEISTENS,ZWEI,1
MEISTENS,KALT,1
MEISTENS,WIND,1
MEISTENS,__OFF__,1
REGEN,HOCH,1
REGEN,FLUSS,1
REGEN,ALPEN,1
REGEN,ZONE,1
REGEN,NOCH,1
REGEN,UNGEFAEHR,1
REGEN,GROSSBRITANNIEN,1
REGEN,DURCH,1
REGEN,NICHTALP-AUCH,1
REGEN,MEISTENS,1
REGEN,NICHT-HABEN,1
REGEN,VERSCHWINDEN,1
REGEN,MISCHUNG,1
WEST,FREUNDLICH,1
WEST,LANGSAM,1
WEST,WIND,1
WEST,TEIL,1
WEST,WOLKE,1
WEST,SCHWARZ,1
WEST,VERBREITEN,1
WEST,AUS,1
WEST,SACHSEN,1
REGEN,VIEL,1
WEST,SUEDWEST,1
DANN,REGION,1
DANN,TRENNEN,1
DANN,WAHRSCHEINLICH,1
DANN,SCHAUER,1
DANN,WOCHENENDE,1
DANN,KLAR,1
WEST,TIEF,1
WEST,SCHAUER,1
WEST,LANG,1
WEST,FROST,1
REGEN,LANGSAM,1
REGEN,GEFRIEREN,1
REGEN,WENIG,1
REGEN,DIENSTAG,1
REGEN,NORDOST,1
REGEN,EINS,1
REGEN,ORT,1
REGEN,UEBERWIEGEND,1
REGEN,MOEGLICH,1
ERST,WEST,1
ERST,FREITAG,1
WEST,DANN,1
WEST,SUEDOST,1
WEST,__OFF__,1
WEST,STARK,1
TAG,ACHTZEHN,1
TAG,KOMMEN,1
NORD,HOCH,1
MORGEN,DREIZEHN,1
MORGEN,FEIER,1
MORGEN,ZWEI,1
MORGEN,SCHAUER,1
MORGEN,SIEBEN,1
MORGEN,NACHMITTAG,1
MORGEN,BESONDERS,1
MORGEN,WERT,1
MORGEN,REGION,1
IX,VERBREITEN,1
MORGEN,ZWANZIG,1
MORGEN,SCHON,1
MORGEN,BEWOELKT,1
MORGEN,DAENEMARK,1
MORGEN,NEUNZEHN,1
MORGEN,OST,1
MORGEN,NORDOST,1
MORGEN,TRUEB,1
IX,EINS,1
IX,MOEGLICH,1
IX,NICHT-VIEL,1
IX,STARK,1
IX,OST,1
IX,S+H,1
IX,TAG,1
IX,TEILWEISE,1
IX,ODER,1
IX,ANFANG,1
IX,WIE-AUSSEHEN,1
IX,SECHSZEHN,1
IX,WOLKE,1
IX,DURCHGEHEND,1
IX,NEU,1
IX,BERG,1
IX,HEUTE,1
IX,EIFEL,1
IX,DEUTSCH,1
MORGEN,LANG,1
MORGEN,UEBERWIEGEND,1
MORGEN,__OFF__,1
NORD,ITALIEN,1
NORD,VIER,1
NORD,KOENNEN,1
NORD,GEBEN,1
NORD,WETTER,1
NORD,DEUTSCHLAND,1
NORD,FREUNDLICH,1
NORD,ZWEI,1
NORD,TEIL,1
MORGEN,MITTE,1
